REACTION,DELTAG [kJ/mol],UNCERTAINTY [kJ/mol]
D_LACt2_for,0,0
D_LACtm_for,0,0
DLNLCGCPT1,-999999,0
DLNLCGCPT2,-999999,0
DLNLCGCRNt,0,0
DLNLCGt_for,0,0
DM_13_cis_oretn_n_,-999999,0
DM_13_cis_retn_n_,-999999,0
DM_Asn_X_Ser_Thr_ly_,-999999,0
DM_atp_c_,11.33,4.76
DM_avite1_c_,-999999,0
DM_avite2_c_,-999999,0
DM_bvite_c_,-999999,0
DM_core5_g_,-999999,0
DM_core7_g_,-999999,0
DM_core8_g_,-999999,0
DM_datp_m_,-999999,0
DM_datp_n_,-999999,0
DM_dctp_m_,-999999,0
DM_dctp_n_,-999999,0
DM_dem2emgacpail_prot_hs_r_,-999999,0
DM_dgpi_prot_hs_r_,-999999,0
DM_dgtp_m_,-999999,0
DM_dgtp_n_,-999999,0
DM_dsT_antigen_g_,-999999,0
DM_dttp_m_,-999999,0
DM_dttp_n_,-999999,0
DM_ethamp_r_,-999999,0
DM_gncore2_g_,-999999,0
DM_gpi_sig_er_,-999999,0
DM_hretn_n_,-999999,0
DM_kdn_c_,-999999,0
DM_m_em_3gacpail_prot_hs_r_,-999999,0
DM_melanin_c_,-999999,0
DM_mem2emgacpail_prot_hs_r_,-999999,0
DM_n5m2masn_g_,-999999,0
DM_oretn_n_,-999999,0
DM_Ser_Thr_ly_,-999999,0
DM_Ser_Gly_Ala_X_Gly_ly_,-999999,0
DM_sprm_c_,-999999,0
DM_sTn_antigen_g_,-999999,0
DM_T_antigen_g__for,-999999,0
DM_yvite_c_,-999999,0
DMANTIPYRINEte_for,0,0
DMATT,-73.38,5.57
DMATTx,-73.38,5.57
DMGDHm,-999999,0
DMGtm_for,0,0
DMHPTCRNCPT1_for,-6.88,3.21
DMHPTCRNCPT2_for,6.88,3.21
DMHPTCRNt_for,0,0
DMHPTCRNte_for,0,0
DMNONCOACRNCPT1_for,-6.88,3.21
DMNONCRNCPT2_for,6.88,3.21
DMNONCRNt_for,0,0
DNADtn_for,0,0
DNAMTn,-999999,0
DNAMTSEn,-999999,0
DNDPt10m,0,0
DNDPt11m,0,0
DNDPt12m,0,0
DNDPt13m,0,0
DNDPt14m,0,0
DNDPt15m,0,0
DNDPt16m,0,0
DNDPt17m,0,0
DNDPt18m,0,0
DNDPt19m,0,0
DNDPt1m,0,0
DNDPt20m,0,0
DNDPt21m,0,0
DNDPt22m,0,0
DNDPt23m,0,0
DNDPt24m,0,0
DNDPt25m,0,0
DNDPt26m,0,0
DNDPt27m,0,0
DNDPt28m,0,0
DNDPt29m,0,0
DNDPt2m,0,0
DNDPt30m,0,0
DNDPt31m,0,0
DNDPt32m,0,0
DNDPt33m,0,0
DNDPt34m,0,0
DNDPt35m,0,0
DNDPt36m,0,0
DNDPt37m,0,0
DNDPt38m,0,0
DNDPt39m,0,0
DNDPt3m,0,0
DNDPt40m,0,0
DNDPt41m,0,0
DNDPt42m,0,0
DNDPt43m,0,0
DNDPt44m,0,0
DNDPt45m,0,0
DNDPt46m,0,0
DNDPt47m,0,0
DNDPt48m,0,0
DNDPt49m,0,0
DNDPt4m,0,0
DNDPt50m,0,0
DNDPt51m,0,0
DNDPt52m,0,0
DNDPt53m,0,0
DNDPt54m,0,0
DNDPt55m,0,0
DNDPt56m,0,0
DNDPt57m,0,0
DNDPt58m,0,0
DNDPt59m,0,0
DNDPt5m,0,0
DNDPt60m,0,0
DNDPt61m,0,0
DNDPt62m,0,0
DNDPt63m,0,0
DNDPt6m,0,0
DNDPt7m,0,0
DNDPt8m,0,0
DNDPt9m,0,0
DOGULND1,-56.76,5.96
DOGULND2,-56.76,5.96
DOGULNO1,-293.74,12.01
DOGULNO2,25.32,8.44
DOLASNT_Ler,-999999,0
DOLASNT_Uer,-999999,0
DOLDPP_Ler,-999999,0
DOLDPP_Uer,-999999,0
DOLGLCP_Lter,0,0
DOLGLCP_Uter,0,0
DOLGPP_Ler,-999999,0
DOLGPP_Uer,-999999,0
DOLICHOL_Lter_for,0,0
DOLICHOL_Uter_for,0,0
DOLK_L,-999999,0
DOLK_U,-999999,0
DOLMANP_Lter,0,0
DOLMANP_Uter,0,0
DOLP_Lter,-999999,0
DOLP_Uter,-999999,0
DOLPGT1_Ler,-999999,0
DOLPGT1_Uer,-999999,0
DOLPGT2_Ler,-999999,0
DOLPGT2_Uer,-999999,0
DOLPGT3_Ler,-999999,0
DOLPGT3_Uer,-999999,0
DOLPH_Ler,-999999,0
DOLPH_Uer,-999999,0
DOLPMT_L,-999999,0
DOLPMT_U,-999999,0
DOLPMT1_Ler,-999999,0
DOLPMT1_Uer,-999999,0
DOLPMT2_Ler,-999999,0
DOLPMT2_Uer,-999999,0
DOLPMT3_Ler,-999999,0
DOLPMT3_Uer,-999999,0
DOLPMT4_Ler,0,0
DOLPMT4_Uer,0,0
DOPABMO,-999999,0
DOPACHRMISO,-999999,0
DOPAMT,-999999,0
DOPAQNISO1_for,-13.62,19.52
DOPASFt,0,0
DOPASULT,-999999,0
DOPAt4_2_r_for,0,0
DOPAtu_for,0,0
DOPAVESSEC,11.33,4.76
DORNOp,-132,9.44
DPCOAK,45.77,6.69
DPCOAtl_for,0,0
DPGase,-19.45,4.72
DPGM_for,13.78,6.69
DPHMBDCm,-59.58,7.39
DPMVDx,-43.54,6.89
DPPS,-548.85,38.99
DPROOp,-58.14,8.58
DRBK,2.72,6.48
DRIBt_for,0,0
DRPA,20.14,2.43
DSAT,-999999,0
DTDPtn_for,0,0
DTMPK,2.82,4.73
DTTPtn_for,0,0
DUDPtn_for,0,0
DUMPtn_for,0,0
DURAD_for,30.78,9.32
DURAD2_for,51.43,8.54
DURIK1,26.9,5.32
DURIK1m,26.9,5.32
DURIPP_for,3.68,4.73
DURIt_for,0,0
DURItn_for,0,0
DUTPDPm,-6.82,6.93
DUTPDPn,-6.82,6.93
EAFLATOXINte_for,0,0
EBASTINEOHte_for,0,0
EBASTINEOHtr_for,0,0
EBASTINEte_for,0,0
EBASTINEtr_for,0,0
EBP1r,6.8,4.73
EBP2r,6.8,14.32
ECGISOr_for,0,0
ECOAH12m_for,12.12,2.92
ECOAH1m_for,3.79,2.73
ECOAH1x_for,3.79,2.73
ECOAH9m_for,1.26,3.8
EGMESTr,38.81,7.83
EHGLAT,-4,4.55
EHGLAT2m,-6.81,4.59
EHGLATm,-4,4.55
EICOSTETCPT1,-999999,0
EICOSTETCPT2,-999999,0
EICOSTETCRNt,0,0
EICOSTETt_for,0,0
ELAIDCPT1,-6.88,3.21
ELAIDCPT2,6.88,3.21
ELAIDCRNt,0,0
ELAIDt_for,0,0
ENGASE,-999999,0
ENGASE2,-999999,0
ENGASE2ly,-999999,0
ENGASE3ly,-999999,0
ENGASEly,-999999,0
ENMAN1g,-999999,0
ENMAN2g,-999999,0
ENMAN3g,-999999,0
ENMAN4g,-999999,0
ENMAN5g,-999999,0
ENMAN6g,-999999,0
ENO_for,-4.09,0.49
EPCTX,-999999,0
ESTRADIOLGLCt_for,0,0
ESTRADIOLGLCt2,11.33,4.76
ESTRADIOLGLCtr_for,0,0
ESTRADIOLt_for,0,0
ESTRADIOLtr_for,0,0
ESTRIOLGLCte,11.33,4.76
ESTRIOLGLCtr_for,0,0
ESTRIOLtr_for,0,0
ESTRONEGLCt,11.33,4.76
ESTRONEGLCtr_for,0,0
ESTRONESt_for,0,0
ESTRONESt2,0,0
ESTRONEtr_for,0,0
ESTSULT,-999999,0
ETF,-999999,0
ETFQO,-999999,0
ETHAK,0.46,7.7
ETHP,10.87,6.07
ETOHMO,-483.05,7.11
ETOHt_for,0,0
ETOHtx_for,0,0
EX_10fthf(e)_for,-999999,0
EX_10fthf5glu(e)_for,-999999,0
EX_10fthf6glu(e)_for,-999999,0
EX_10fthf7glu(e)_for,-999999,0
EX_11_cis_retfa(e)_for,-999999,0
EX_13_cis_retnglc(e)_for,-999999,0
EX_1glyc_hs(e)_for,-999999,0
EX_1mncam(e)_for,-999999,0
EX_2425dhvitd2(e)_for,-999999,0
EX_2425dhvitd3(e)_for,-999999,0
EX_24nph(e)_for,-999999,0
EX_25hvitd2(e)_for,-999999,0
EX_25hvitd3(e)_for,-999999,0
EX_2hb(e)_for,-999999,0
EX_2mcit(e)_for,-999999,0
EX_34dhoxpeg(e)_for,-999999,0
EX_34dhphe(e)_for,-999999,0
EX_35cgmp(e)_for,-999999,0
EX_3aib(e)_for,-999999,0
EX_3aib_D(e)_for,-999999,0
EX_3mlda(e)_for,-999999,0
EX_4abut(e)_for,-999999,0
EX_4hdebrisoquine(e)_for,-999999,0
EX_4hphac(e)_for,-999999,0
EX_4mptnl(e)_for,-999999,0
EX_4mtolbutamide(e)_for,-999999,0
EX_4nph(e)_for,-999999,0
EX_4nphsf(e)_for,-999999,0
EX_4pyrdx(e)_for,-999999,0
EX_5adtststerone(e)_for,-999999,0
EX_5adtststeroneglc(e)_for,-999999,0
EX_5adtststerones(e)_for,-999999,0
EX_5dhf(e)_for,-999999,0
EX_5fthf(e)_for,-999999,0
EX_5homeprazole(e)_for,-999999,0
EX_5htrp(e)_for,-999999,0
EX_5mthf(e)_for,-999999,0
EX_5thf(e)_for,-999999,0
EX_6dhf(e)_for,-999999,0
EX_6htststerone(e)_for,-999999,0
EX_6thf(e)_for,-999999,0
EX_7dhf(e)_for,-999999,0
EX_7thf(e)_for,-999999,0
EX_9_cis_retfa(e)_for,-999999,0
EX_abt(e)_for,-999999,0
EX_ac(e)_for,-999999,0
EX_acac(e)_for,-999999,0
EX_acald(e)_for,-999999,0
EX_acetone(e)_for,-999999,0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_for,-999999,0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_acgam(e)_for,-999999,0
EX_ach(e)_for,-999999,0
EX_acn13acngalgbside_hs(e)_for,-999999,0
EX_acn23acngalgbside_hs(e)_for,-999999,0
EX_acnacngal14acglcgalgluside_hs(e)_for,-999999,0
EX_acnacngalgbside_hs(e)_for,-999999,0
EX_acngalacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_ade(e)_for,-999999,0
EX_adn(e)_for,-999999,0
EX_adp_for,-999999,0
EX_adprbp(e)_for,-999999,0
EX_adprib(e)_for,-999999,0
EX_adrn(e)_for,-999999,0
EX_adrnl(e)_for,-999999,0
EX_aflatoxin(e)_for,-999999,0
EX_ahandrostanglc(e)_for,-999999,0
EX_ak2lgchol_hs(e)_for,-999999,0
EX_akg(e)_for,-999999,0
EX_ala_B(e)_for,-999999,0
EX_ala_D(e)_for,-999999,0
EX_ala_L(e)_for,-999999,0
EX_aldstrn(e)_for,-999999,0
EX_amp(e)_for,-999999,0
EX_andrstrn(e)_for,-999999,0
EX_andrstrnglc(e)_for,-999999,0
EX_antipyrene(e)_for,-999999,0
EX_apnnox(e)_for,-999999,0
EX_appnn(e)_for,-999999,0
EX_aprgstrn(e)_for,-999999,0
EX_aqcobal(e)_for,-999999,0
EX_arab_L(e)_for,-999999,0
EX_arach(e)_for,-999999,0
EX_arachd(e)_for,-999999,0
EX_arg_L(e)_for,-999999,0
EX_ascb_L(e)_for,-999999,0
EX_asn_L(e)_for,-999999,0
EX_asp_D(e)_for,-999999,0
EX_asp_L(e)_for,-999999,0
EX_atp(e)_for,-999999,0
EX_avite1(e)_for,-999999,0
EX_avite2(e)_for,-999999,0
EX_bhb(e)_for,-999999,0
EX_bildglcur(e)_for,-999999,0
EX_bilglcur(e)_for,-999999,0
EX_bilirub(e)_for,-999999,0
EX_biocyt(e)_for,-999999,0
EX_btn(e)_for,-999999,0
EX_but(e)_for,-999999,0
EX_bvite(e)_for,-999999,0
EX_bz(e)_for,-999999,0
EX_ca2(e)_for,-999999,0
EX_camp(e)_for,-999999,0
EX_caro(e)_for,-999999,0
EX_carveol(e)_for,-999999,0
EX_cca_d3(e)_for,-999999,0
EX_cgly(e)_for,-999999,0
EX_chol(e)_for,-999999,0
EX_cholate(e)_for,-999999,0
EX_chsterol(e)_for,-999999,0
EX_chtn(e)_for,-999999,0
EX_cit(e)_for,-999999,0
EX_cl(e)_for,-999999,0
EX_CLPND(e)_for,-999999,0
EX_cmp(e)_for,-999999,0
EX_co(e)_for,-999999,0
EX_co2(e)_for,-999999,0
EX_coumarin(e)_for,-999999,0
EX_creat(e)_for,-999999,0
EX_crmp_hs(e)_for,-999999,0
EX_crn(e)_for,-999999,0
EX_crtsl(e)_for,-999999,0
EX_crtstrn(e)_for,-999999,0
EX_crvnc(e)_for,-999999,0
EX_csn(e)_for,-999999,0
EX_cspg_a(e)_for,-999999,0
EX_cspg_b(e)_for,-999999,0
EX_cspg_c(e)_for,-999999,0
EX_cspg_d(e)_for,-999999,0
EX_cspg_e(e)_for,-999999,0
EX_cyan(e)_for,-999999,0
EX_cys_L(e)_for,-999999,0
EX_cytd(e)_for,-999999,0
EX_dad_2(e)_for,-999999,0
EX_dag_hs(e)_for,-999999,0
EX_dcsptn1(e)_for,-999999,0
EX_dcyt(e)_for,-999999,0
EX_debrisoquine(e)_for,-999999,0
EX_dgchol(e)_for,-999999,0
EX_dgsn(e)_for,-999999,0
EX_dhdascb(e)_for,-999999,0
EX_dheas(e)_for,-999999,0
EX_dhf(e)_for,-999999,0
EX_digalsgalside_hs(e)_for,-999999,0
EX_din(e)_for,-999999,0
EX_dlnlcg(e)_for,-999999,0
EX_dmantipyrine(e)_for,-999999,0
EX_dmhptcrn(e)_for,-999999,0
EX_dopa(e)_for,-999999,0
EX_dopasf(e)_for,-999999,0
EX_drib(e)_for,-999999,0
EX_duri(e)_for,-999999,0
EX_eaflatoxin(e)_for,-999999,0
EX_ebastine(e)_for,-999999,0
EX_ebastineoh(e)_for,-999999,0
EX_eicostet(e)_for,-999999,0
EX_elaid(e)_for,-999999,0
EX_estradiol(e)_for,-999999,0
EX_estradiolglc(e)_for,-999999,0
EX_estriolglc(e)_for,-999999,0
EX_estroneglc(e)_for,-999999,0
EX_estrones(e)_for,-999999,0
EX_etoh(e)_for,-999999,0
EX_fe2(e)_for,-999999,0
EX_fe3(e)_for,-999999,0
EX_fol(e)_for,-999999,0
EX_for(e)_for,-999999,0
EX_fru(e)_for,-999999,0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_fuc14galacglcgalgluside_hs(e)_for,-999999,0
EX_fucacgalfucgalacglcgalgluside_hs(e)_for,-999999,0
EX_fucacngal14acglcgalgluside_hs(e)_for,-999999,0
EX_fucacngalacglcgalgluside_hs(e)_for,-999999,0
EX_fucfuc12gal14acglcgalgluside_hs(e)_for,-999999,0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_fucfucgalacglcgalgluside_hs(e)_for,-999999,0
EX_fucgal14acglcgalgluside_hs(e)_for,-999999,0
EX_fucgalfucgalacglcgalgluside_hs(e)_for,-999999,0
EX_fucgalgbside_hs(e)_for,-999999,0
EX_fuc_L(e)_for,-999999,0
EX_gal(e)_for,-999999,0
EX_galacglcgalgbside_hs(e)_for,-999999,0
EX_galfuc12gal14acglcgalgluside_hs(e)_for,-999999,0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_for,-999999,0
EX_galgalgalthcrm_hs(e)_for,-999999,0
EX_gam(e)_for,-999999,0
EX_gbside_hs(e)_for,-999999,0
EX_gchola(e)_for,-999999,0
EX_gd1b2_hs(e)_for,-999999,0
EX_gd1c_hs(e)_for,-999999,0
EX_gdp(e)_for,-999999,0
EX_glc(e)_for,-999999,0
EX_gln_L(e)_for,-999999,0
EX_gluala(e)_for,-999999,0
EX_glu_L(e)_for,-999999,0
EX_gly(e)_for,-999999,0
EX_glyb(e)_for,-999999,0
EX_glyc(e)_for,-999999,0
EX_glyc_S(e)_for,-999999,0
EX_glygn2(e)_for,-999999,0
EX_glygn4(e)_for,-999999,0
EX_glygn5(e)_for,-999999,0
EX_gmp(e)_for,-999999,0
EX_gp1c_hs(e)_for,-999999,0
EX_gp1calpha_hs(e)_for,-999999,0
EX_gq1b_hs(e)_for,-999999,0
EX_gq1balpha_hs(e)_for,-999999,0
EX_gsn(e)_for,-999999,0
EX_gt1a_hs(e)_for,-999999,0
EX_gthox(e)_for,-999999,0
EX_gthrd(e)_for,-999999,0
EX_gtp(e)_for,-999999,0
EX_gua(e)_for,-999999,0
EX_h(e)_for,-999999,0
EX_h2o(e)_for,-999999,0
EX_h2o2(e)_for,-999999,0
EX_ha(e)_for,-999999,0
EX_ha_pre1(e)_for,-999999,0
EX_hco3(e)_for,-999999,0
EX_hcoumarin(e)_for,-999999,0
EX_hdca(e)_for,-999999,0
EX_hdcea(e)_for,-999999,0
EX_hestratriol(e)_for,-999999,0
EX_hexc(e)_for,-999999,0
EX_his_L(e)_for,-999999,0
EX_hista(e)_for,-999999,0
EX_hom_L(e)_for,-999999,0
EX_hpdca(e)_for,-999999,0
EX_hspg(e)_for,-999999,0
EX_htaxol(e)_for,-999999,0
EX_hxan(e)_for,-999999,0
EX_i(e)_for,-999999,0
EX_idp(e)_for,-999999,0
EX_ile_L(e)_for,-999999,0
EX_imp(e)_for,-999999,0
EX_inost(e)_for,-999999,0
EX_ins(e)_for,-999999,0
EX_k(e)_for,-999999,0
EX_ksi(e)_for,-999999,0
EX_ksi_deg1(e)_for,-999999,0
EX_ksii_core2(e)_for,-999999,0
EX_ksii_core4(e)_for,-999999,0
EX_lac_D(e)_for,-999999,0
EX_lac_L(e)_for,-999999,0
EX_lcts(e)_for,-999999,0
EX_Lcystin(e)_for,-999999,0
EX_leuktrA4(e)_for,-999999,0
EX_leuktrB4(e)_for,-999999,0
EX_leuktrC4(e)_for,-999999,0
EX_leuktrD4(e)_for,-999999,0
EX_leuktrE4(e)_for,-999999,0
EX_leuktrF4(e)_for,-999999,0
EX_leu_L(e)_for,-999999,0
EX_lgnc(e)_for,-999999,0
EX_limnen(e)_for,-999999,0
EX_lipoate(e)_for,-999999,0
EX_lneldc(e)_for,-999999,0
EX_lnlc(e)_for,-999999,0
EX_lnlnca(e)_for,-999999,0
EX_lnlncg(e)_for,-999999,0
EX_lpchol_hs(e)_for,-999999,0
EX_lys_L(e)_for,-999999,0
EX_mag_hs(e)_for,-999999,0
EX_malt(e)_for,-999999,0
EX_malttr(e)_for,-999999,0
EX_man(e)_for,-999999,0
EX_meoh(e)_for,-999999,0
EX_mepi(e)_for,-999999,0
EX_mercplaccys(e)_for,-999999,0
EX_met_L(e)_for,-999999,0
EX_mthgxl(e)_for,-999999,0
EX_n2m2nmasn(e)_for,-999999,0
EX_na1(e)_for,-999999,0
EX_nac(e)_for,-999999,0
EX_nad(e)_for,-999999,0
EX_nadp(e)_for,-999999,0
EX_ncam(e)_for,-999999,0
EX_nh4(e)_for,-999999,0
EX_nifedipine(e)_for,-999999,0
EX_no(e)_for,-999999,0
EX_npthl(e)_for,-999999,0
EX_nrpphr(e)_for,-999999,0
EX_nrpphrsf(e)_for,-999999,0
EX_nrvnc(e)_for,-999999,0
EX_o2(e)_for,-999999,0
EX_o2s(e)_for,-999999,0
EX_oagd3_hs(e)_for,-999999,0
EX_oagt3_hs(e)_for,-999999,0
EX_ocdca(e)_for,-999999,0
EX_ocdcea(e)_for,-999999,0
EX_octa(e)_for,-999999,0
EX_omeprazole(e)_for,-999999,0
EX_onpthl(e)_for,-999999,0
EX_orn(e)_for,-999999,0
EX_oxa(e)_for,-999999,0
EX_paf_hs(e)_for,-999999,0
EX_pchol_hs(e)_for,-999999,0
EX_pe_hs(e)_for,-999999,0
EX_peplys(e)_for,-999999,0
EX_perillyl(e)_for,-999999,0
EX_pglyc_hs(e)_for,-999999,0
EX_pheacgln(e)_for,-999999,0
EX_phe_L(e)_for,-999999,0
EX_pheme(e)_for,-999999,0
EX_phyQ(e)_for,-999999,0
EX_phyt(e)_for,-999999,0
EX_pi(e)_for,-999999,0
EX_pnto_R(e)_for,-999999,0
EX_ppa(e)_for,-999999,0
EX_prgstrn(e)_for,-999999,0
EX_pro_D(e)_for,-999999,0
EX_pro_L(e)_for,-999999,0
EX_prostgd2(e)_for,-999999,0
EX_prostge1(e)_for,-999999,0
EX_prostge2(e)_for,-999999,0
EX_prostgf2(e)_for,-999999,0
EX_ps_hs(e)_for,-999999,0
EX_ptdca(e)_for,-999999,0
EX_pydam(e)_for,-999999,0
EX_pydx(e)_for,-999999,0
EX_pydxn(e)_for,-999999,0
EX_pyr(e)_for,-999999,0
EX_rbt(e)_for,-999999,0
EX_retfa(e)_for,-999999,0
EX_retinol(e)_for,-999999,0
EX_retinol_9_cis(e)_for,-999999,0
EX_retinol_cis_11(e)_for,-999999,0
EX_retn(e)_for,-999999,0
EX_retnglc(e)_for,-999999,0
EX_rib_D(e)_for,-999999,0
EX_ribflv(e)_for,-999999,0
EX_Rtotal(e)_for,-999999,0
EX_Rtotal2(e)_for,-999999,0
EX_Rtotal3(e)_for,-999999,0
EX_s2l2fn2m2masn(e)_for,-999999,0
EX_s2l2n2m2masn(e)_for,-999999,0
EX_sarcs(e)_for,-999999,0
EX_sel(e)_for,-999999,0
EX_ser_D(e)_for,-999999,0
EX_ser_L(e)_for,-999999,0
EX_sl_L(e)_for,-999999,0
EX_so4(e)_for,-999999,0
EX_spc_hs(e)_for,-999999,0
EX_sph1p(e)_for,-999999,0
EX_sphs1p(e)_for,-999999,0
EX_srtn(e)_for,-999999,0
EX_strch1(e)_for,-999999,0
EX_strch2(e)_for,-999999,0
EX_strdnc(e)_for,-999999,0
EX_succ(e)_for,-999999,0
EX_sucr(e)_for,-999999,0
EX_tag_hs(e)_for,-999999,0
EX_tagat_D(e)_for,-999999,0
EX_taur(e)_for,-999999,0
EX_taxol(e)_for,-999999,0
EX_tchola(e)_for,-999999,0
EX_tcynt(e)_for,-999999,0
EX_tdchola(e)_for,-999999,0
EX_tethex3(e)_for,-999999,0
EX_tetpent3(e)_for,-999999,0
EX_tetpent6(e)_for,-999999,0
EX_tettet6(e)_for,-999999,0
EX_thf(e)_for,-999999,0
EX_thm(e)_for,-999999,0
EX_thmmp(e)_for,-999999,0
EX_thmtp(e)_for,-999999,0
EX_thr_L(e)_for,-999999,0
EX_thym(e)_for,-999999,0
EX_thymd(e)_for,-999999,0
EX_thyox_L(e)_for,-999999,0
EX_tmndnc(e)_for,-999999,0
EX_tolbutamide(e)_for,-999999,0
EX_tre(e)_for,-999999,0
EX_triodthy(e)_for,-999999,0
EX_triodthysuf(e)_for,-999999,0
EX_trp_L(e)_for,-999999,0
EX_tststerone(e)_for,-999999,0
EX_tststeroneglc(e)_for,-999999,0
EX_tststerones(e)_for,-999999,0
EX_tsul(e)_for,-999999,0
EX_ttdca(e)_for,-999999,0
EX_txa2(e)_for,-999999,0
EX_tymsf(e)_for,-999999,0
EX_Tyr_ggn(e)_for,-999999,0
EX_tyr_L(e)_for,-999999,0
EX_udp(e)_for,-999999,0
EX_ump(e)_for,-999999,0
EX_ura(e)_for,-999999,0
EX_urate(e)_for,-999999,0
EX_urea(e)_for,-999999,0
EX_uri(e)_for,-999999,0
EX_utp(e)_for,-999999,0
EX_vacc(e)_for,-999999,0
EX_val_L(e)_for,-999999,0
EX_vitd2(e)_for,-999999,0
EX_vitd3(e)_for,-999999,0
EX_whddca(e)_for,-999999,0
EX_whhdca(e)_for,-999999,0
EX_whtststerone(e)_for,-999999,0
EX_whttdca(e)_for,-999999,0
EX_xolest_hs(e)_for,-999999,0
EX_xolest2_hs(e)_for,-999999,0
EX_xoltri24(e)_for,-999999,0
EX_xoltri25(e)_for,-999999,0
EX_xoltri27(e)_for,-999999,0
EX_xyl_D(e)_for,-999999,0
EX_xylt(e)_for,-999999,0
EX_yvite(e)_for,-999999,0
F1Atg_for,0,0
F1PGT_for,-61.35,6.2
F6Tg,-999999,0
FA120ACPH_for,-999999,0
FA140ACPH_for,-999999,0
FA141ACPH_for,-999999,0
FA160ACPH_for,-999999,0
FA161ACPH_for,-999999,0
FA180ACPH_for,-999999,0
FA181ACPH_for,-999999,0
FA1821ACPH_for,-999999,0
FA1822ACPH_for,-999999,0
FA182ACPH_for,-999999,0
FACOAL140i,-22.73,2.76
FACOAL150_for,-999999,0
FACOAL160i,-13.63,12.41
FACOAL161_for,-22.73,2.76
FACOAL170_for,-22.73,2.76
FACOAL180i,-22.73,2.76
FACOAL1812_for,-999999,0
FACOAL1813_for,-22.73,2.76
FACOAL181i,-22.73,2.76
FACOAL1821_for,-33.59,3.65
FACOAL1822_for,-999999,0
FACOAL1831_for,-22.73,2.76
FACOAL1832_for,-22.73,2.76
FACOAL184_for,-22.73,2.76
FACOAL191,-22.73,2.76
FACOAL200,-22.73,2.76
FACOAL203_for,-22.73,2.76
FACOAL204_for,-23.83,3.77
FACOAL2042_for,-22.73,2.76
FACOAL205_for,-22.73,2.76
FACOAL206_for,-22.73,2.76
FACOAL224_for,-22.73,2.76
FACOAL2251_for,-22.73,2.76
FACOAL2252_for,-22.73,2.76
FACOAL226_for,-22.73,2.76
FACOAL240_for,-22.73,2.76
FACOAL241_for,-22.73,2.76
FACOAL244_1_for,-22.73,2.76
FACOAL245_1_for,-22.73,2.76
FACOAL245_2_for,-22.73,2.76
FACOAL246_1_for,-22.73,2.76
FACOAL260_for,-22.73,2.76
FACOAL40im,-11.63,5.46
FACOAL80i,-22.73,2.76
FADDP,57.73,12.05
FADH2tru,0,0
FADH2tx_for,0,0
FADtru,0,0
FADtx_for,0,0
FAEL183,-750.69,25.71
FAEL184,-750.69,25.71
FAEL204,-750.69,25.71
FAEL205,-750.69,25.71
FAH1,-438.12,6.95
FAH2,-999999,0
FAH3,-424.58,13.53
FALDH_for,10.92,7.37
FALDtly_for,0,0
FALDtm_for,0,0
FAOXC11,107.37,5.48
FAOXC140,406.18,43.53
FAOXC150m,-999999,0
FAOXC160,478.78,50.94
FAOXC16080m,277.13,29.21
FAOXC16080x,-167.8,34.8
FAOXC161802m,222.2,26.17
FAOXC16180m,222.2,26.17
FAOXC170m,482.4,50.75
FAOXC180,63.75,7.6
FAOXC180x,-47.48,8.95
FAOXC1811601m,290.37,33.33
FAOXC1811602m,-999999,0
FAOXC1811603m,290.37,33.33
FAOXC182806m,239.87,31.14
FAOXC18280m,-999999,0
FAOXC183803m,189.37,29.79
FAOXC183806m,-33.09,31.26
FAOXC183806x,-33.09,31.26
FAOXC18480m,138.87,29.39
FAOXC18480x,27.64,29.77
FAOXC200180m,68.17,7.24
FAOXC200180x,-43.06,8.65
FAOXC2031836m,68.17,7.24
FAOXC204,408.7,55.46
FAOXC204184m,68.17,7.24
FAOXC2051843m,17.67,6
FAOXC2051843x,17.67,6
FAOXC2242046m,68.17,7.24
FAOXC2242046x,-43.06,8.65
FAOXC2251836m,35.35,12
FAOXC2251836x,35.35,12
FAOXC2252053m,-43.06,8.65
FAOXC2252053x,-43.06,8.65
FAOXC226,375.87,59.67
FAOXC226205m,17.67,6
FAOXC226205x,17.67,6
FAOXC240200x,-86.12,17.3
FAOXC241181x,-129.17,25.95
FAOXC2442246x,-43.06,8.65
FAOXC2452253x,-43.06,8.65
FAOXC2452256x,-43.06,8.65
FAOXC246226x,-43.06,8.65
FAOXC260240x,-43.06,8.65
FAOXC80,201.65,21.85
FAS100COA,-200.08,16.28
FAS120COA,-200.08,16.28
FAS140COA,-200.08,16.28
FAS160COA,-204.5,16.57
FAS180COA,-195.65,16.43
FAS80COA_L,-597.36,48.72
FATP1t_for,0,0
FATP2t_for,0,0
FATP3t_for,0,0
